season,category,region,channel,color_family,color_hex,is_core,forecast_strength,week,units_received,units_sold_fullprice,units_sold_markdown,on_markdown,unit_price
AW24,Footwear,Europe,Online,Terracotta,#C66B3D,0,55,4,0,65.5,0.0,0,99
AW24,Footwear,Europe,Online,Terracotta,#C66B3D,0,55,5,0,55.8,0.0,0,99
AW24,Footwear,Europe,Online,Terracotta,#C66B3D,0,55,6,0,47.6,0.0,0,99
AW24,Footwear,Europe,Online,Terracotta,#C66B3D,0,55,7,0,40.5,0.0,0,99
AW24,Footwear,Europe,Online,Terracotta,#C66B3D,0,55,8,0,34.5,0.0,0,99
AW24,Footwear,Europe,Online,Terracotta,#C66B3D,0,55,9,0,29.4,0.0,0,99
AW24,Footwear,Europe,Online,Terracotta,#C66B3D,0,55,10,0,25.1,0.0,0,99
AW24,Footwear,Europe,Online,Terracotta,#C66B3D,0,55,11,0,21.4,0.0,0,99
AW24,Footwear,Europe,Online,Terracotta,#C66B3D,0,55,12,0,18.2,0.0,0,99
AW24,Footwear,Europe,Online,Terracotta,#C66B3D,0,55,13,0,0.0,135.9,1,99
AW24,Footwear,Europe,Online,Terracotta,#C66B3D,0,55,14,0,0.0,74.8,1,99
AW24,Footwear,APAC,Retail,Terracotta,#C66B3D,0,55,1,771,88.4,0.0,0,99
AW24,Footwear,APAC,Retail,Terracotta,#C66B3D,0,55,2,0,75.3,0.0,0,99
AW24,Footwear,APAC,Retail,Terracotta,#C66B3D,0,55,3,0,64.2,0.0,0,99
AW24,Footwear,APAC,Retail,Terracotta,#C66B3D,0,55,4,0,54.7,0.0,0,99
AW24,Footwear,APAC,Retail,Terracotta,#C66B3D,0,55,5,0,46.6,0.0,0,99
AW24,Footwear,APAC,Retail,Terracotta,#C66B3D,0,55,6,0,39.7,0.0,0,99
AW24,Footwear,APAC,Retail,Terracotta,#C66B3D,0,55,7,0,33.8,0.0,0,99
AW24,Footwear,APAC,Retail,Terracotta,#C66B3D,0,55,8,0,28.8,0.0,0,99
AW24,Footwear,APAC,Retail,Terracotta,#C66B3D,0,55,9,0,24.6,0.0,0,99
AW24,Footwear,APAC,Retail,Terracotta,#C66B3D,0,55,10,0,20.9,0.0,0,99
AW24,Footwear,APAC,Retail,Terracotta,#C66B3D,0,55,11,0,17.8,0.0,0,99
AW24,Footwear,APAC,Retail,Terracotta,#C66B3D,0,55,12,0,15.2,0.0,0,99
AW24,Footwear,APAC,Retail,Terracotta,#C66B3D,0,55,13,0,0.0,117.4,1,99
AW24,Footwear,APAC,Retail,Terracotta,#C66B3D,0,55,14,0,0.0,64.6,1,99
AW24,Footwear,APAC,Online,Terracotta,#C66B3D,0,55,1,670,73.4,0.0,0,99
AW24,Footwear,APAC,Online,Terracotta,#C66B3D,0,55,2,0,62.6,0.0,0,99
AW24,Footwear,APAC,Online,Terracotta,#C66B3D,0,55,3,0,53.3,0.0,0,99
AW24,Footwear,APAC,Online,Terracotta,#C66B3D,0,55,4,0,45.4,0.0,0,99
AW24,Footwear,APAC,Online,Terracotta,#C66B3D,0,55,5,0,38.7,0.0,0,99
AW24,Footwear,APAC,Online,Terracotta,#C66B3D,0,55,6,0,33.0,0.0,0,99
AW24,Footwear,APAC,Online,Terracotta,#C66B3D,0,55,7,0,28.1,0.0,0,99
AW24,Footwear,APAC,Online,Terracotta,#C66B3D,0,55,8,0,24.0,0.0,0,99
AW24,Footwear,APAC,Online,Terracotta,#C66B3D,0,55,9,0,0.0,140.2,1,99
AW24,Footwear,APAC,Online,Terracotta,#C66B3D,0,55,10,0,0.0,77.1,1,99
AW24,Footwear,APAC,Online,Terracotta,#C66B3D,0,55,11,0,0.0,42.4,1,99
AW24,Footwear,APAC,Online,Terracotta,#C66B3D,0,55,12,0,0.0,23.3,1,99
AW24,Footwear,APAC,Online,Terracotta,#C66B3D,0,55,13,0,0.0,12.8,1,99
AW24,Footwear,APAC,Online,Terracotta,#C66B3D,0,55,14,0,0.0,7.1,1,99
AW24,Dresses,North America,Retail,Hot Pink,#E55D9C,0,20,1,878,72.3,0.0,0,89
AW24,Dresses,North America,Retail,Hot Pink,#E55D9C,0,20,2,0,61.6,0.0,0,89
AW24,Dresses,North America,Retail,Hot Pink,#E55D9C,0,20,3,0,52.5,0.0,0,89
AW24,Dresses,North America,Retail,Hot Pink,#E55D9C,0,20,4,0,44.7,0.0,0,89
AW24,Dresses,North America,Retail,Hot Pink,#E55D9C,0,20,5,0,38.1,0.0,0,89
AW24,Dresses,North America,Retail,Hot Pink,#E55D9C,0,20,6,0,32.5,0.0,0,89
AW24,Dresses,North America,Retail,Hot Pink,#E55D9C,0,20,7,0,27.7,0.0,0,89
AW24,Dresses,North America,Retail,Hot Pink,#E55D9C,0,20,8,0,23.6,0.0,0,89
AW24,Dresses,North America,Retail,Hot Pink,#E55D9C,0,20,9,0,0.0,236.3,1,89
AW24,Dresses,North America,Retail,Hot Pink,#E55D9C,0,20,10,0,0.0,130.0,1,89
AW24,Dresses,North America,Retail,Hot Pink,#E55D9C,0,20,11,0,0.0,71.5,1,89
AW24,Dresses,North America,Retail,Hot Pink,#E55D9C,0,20,12,0,0.0,39.3,1,89
AW24,Dresses,North America,Retail,Hot Pink,#E55D9C,0,20,13,0,0.0,21.6,1,89
AW24,Dresses,North America,Retail,Hot Pink,#E55D9C,0,20,14,0,0.0,11.9,1,89
AW24,Dresses,North America,Online,Hot Pink,#E55D9C,0,20,1,669,46.4,0.0,0,89
AW24,Dresses,North America,Online,Hot Pink,#E55D9C,0,20,2,0,39.5,0.0,0,89
AW24,Dresses,North America,Online,Hot Pink,#E55D9C,0,20,3,0,33.7,0.0,0,89
AW24,Dresses,North America,Online,Hot Pink,#E55D9C,0,20,4,0,28.7,0.0,0,89
AW24,Dresses,North America,Online,Hot Pink,#E55D9C,0,20,5,0,24.5,0.0,0,89
AW24,Dresses,North America,Online,Hot Pink,#E55D9C,0,20,6,0,20.8,0.0,0,89
AW24,Dresses,North America,Online,Hot Pink,#E55D9C,0,20,7,0,17.8,0.0,0,89
AW24,Dresses,North America,Online,Hot Pink,#E55D9C,0,20,8,0,15.1,0.0,0,89
AW24,Dresses,North America,Online,Hot Pink,#E55D9C,0,20,9,0,0.0,199.1,1,89
AW24,Dresses,North America,Online,Hot Pink,#E55D9C,0,20,10,0,0.0,109.5,1,89
AW24,Dresses,North America,Online,Hot Pink,#E55D9C,0,20,11,0,0.0,60.2,1,89
AW24,Dresses,North America,Online,Hot Pink,#E55D9C,0,20,12,0,0.0,33.1,1,89
AW24,Dresses,North America,Online,Hot Pink,#E55D9C,0,20,13,0,0.0,18.2,1,89
AW24,Dresses,North America,Online,Hot Pink,#E55D9C,0,20,14,0,0.0,10.0,1,89
AW24,Dresses,Europe,Retail,Hot Pink,#E55D9C,0,20,1,793,59.6,0.0,0,89
AW24,Dresses,Europe,Retail,Hot Pink,#E55D9C,0,20,2,0,50.8,0.0,0,89
AW24,Dresses,Europe,Retail,Hot Pink,#E55D9C,0,20,3,0,43.3,0.0,0,89
AW24,Dresses,Europe,Retail,Hot Pink,#E55D9C,0,20,4,0,36.9,0.0,0,89
AW24,Dresses,Europe,Retail,Hot Pink,#E55D9C,0,20,5,0,31.4,0.0,0,89
AW24,Dresses,Europe,Retail,Hot Pink,#E55D9C,0,20,6,0,26.8,0.0,0,89
AW24,Dresses,Europe,Retail,Hot Pink,#E55D9C,0,20,7,0,22.8,0.0,0,89
AW24,Dresses,Europe,Retail,Hot Pink,#E55D9C,0,20,8,0,19.5,0.0,0,89
AW24,Dresses,Europe,Retail,Hot Pink,#E55D9C,0,20,9,0,0.0,225.8,1,89
AW24,Dresses,Europe,Retail,Hot Pink,#E55D9C,0,20,10,0,0.0,124.2,1,89
AW24,Dresses,Europe,Retail,Hot Pink,#E55D9C,0,20,11,0,0.0,68.3,1,89
AW24,Dresses,Europe,Retail,Hot Pink,#E55D9C,0,20,12,0,0.0,37.6,1,89
AW24,Dresses,Europe,Retail,Hot Pink,#E55D9C,0,20,13,0,0.0,20.7,1,89
AW24,Dresses,Europe,Retail,Hot Pink,#E55D9C,0,20,14,0,0.0,11.4,1,89
AW24,Dresses,Europe,Online,Hot Pink,#E55D9C,0,20,1,726,51.7,0.0,0,89
AW24,Dresses,Europe,Online,Hot Pink,#E55D9C,0,20,2,0,44.0,0.0,0,89
AW24,Dresses,Europe,Online,Hot Pink,#E55D9C,0,20,3,0,37.5,0.0,0,89
AW24,Dresses,Europe,Online,Hot Pink,#E55D9C,0,20,4,0,32.0,0.0,0,89
AW24,Dresses,Europe,Online,Hot Pink,#E55D9C,0,20,5,0,27.3,0.0,0,89
AW24,Dresses,Europe,Online,Hot Pink,#E55D9C,0,20,6,0,23.2,0.0,0,89
AW24,Dresses,Europe,Online,Hot Pink,#E55D9C,0,20,7,0,19.8,0.0,0,89
AW24,Dresses,Europe,Online,Hot Pink,#E55D9C,0,20,8,0,16.9,0.0,0,89
AW24,Dresses,Europe,Online,Hot Pink,#E55D9C,0,20,9,0,0.0,213.1,1,89
AW24,Dresses,Europe,Online,Hot Pink,#E55D9C,0,20,10,0,0.0,117.2,1,89
AW24,Dresses,Europe,Online,Hot Pink,#E55D9C,0,20,11,0,0.0,64.5,1,89
AW24,Dresses,Europe,Online,Hot Pink,#E55D9C,0,20,12,0,0.0,35.5,1,89
AW24,Dresses,Europe,Online,Hot Pink,#E55D9C,0,20,13,0,0.0,19.5,1,89
AW24,Dresses,Europe,Online,Hot Pink,#E55D9C,0,20,14,0,0.0,10.7,1,89
AW24,Dresses,APAC,Retail,Hot Pink,#E55D9C,0,20,1,537,44.6,0.0,0,89
AW24,Dresses,APAC,Retail,Hot Pink,#E55D9C,0,20,2,0,38.0,0.0,0,89
AW24,Dresses,APAC,Retail,Hot Pink,#E55D9C,0,20,3,0,32.4,0.0,0,89
AW24,Dresses,APAC,Retail,Hot Pink,#E55D9C,0,20,4,0,27.6,0.0,0,89
AW24,Dresses,APAC,Retail,Hot Pink,#E55D9C,0,20,5,0,23.5,0.0,0,89
AW24,Dresses,APAC,Retail,Hot Pink,#E55D9C,0,20,6,0,20.0,0.0,0,89
AW24,Dresses,APAC,Retail,Hot Pink,#E55D9C,0,20,7,0,17.1,0.0,0,89
AW24,Dresses,APAC,Retail,Hot Pink,#E55D9C,0,20,8,0,14.6,0.0,0,89
AW24,Dresses,APAC,Retail,Hot Pink,#E55D9C,0,20,9,0,0.0,143.6,1,89
AW24,Dresses,APAC,Retail,Hot Pink,#E55D9C,0,20,10,0,0.0,79.0,1,89
AW24,Dresses,APAC,Retail,Hot Pink,#E55D9C,0,20,11,0,0.0,43.5,1,89
AW24,Dresses,APAC,Retail,Hot Pink,#E55D9C,0,20,12,0,0.0,23.9,1,89
AW24,Dresses,APAC,Retail,Hot Pink,#E55D9C,0,20,13,0,0.0,13.1,1,89
AW24,Dresses,APAC,Retail,Hot Pink,#E55D9C,0,20,14,0,0.0,7.2,1,89
AW24,Dresses,APAC,Online,Hot Pink,#E55D9C,0,20,1,513,40.5,0.0,0,89
AW24,Dresses,APAC,Online,Hot Pink,#E55D9C,0,20,2,0,34.5,0.0,0,89
AW24,Dresses,APAC,Online,Hot Pink,#E55D9C,0,20,3,0,29.4,0.0,0,89
AW24,Dresses,APAC,Online,Hot Pink,#E55D9C,0,20,4,0,25.1,0.0,0,89
AW24,Dresses,APAC,Online,Hot Pink,#E55D9C,0,20,5,0,21.4,0.0,0,89
AW24,Dresses,APAC,Online,Hot Pink,#E55D9C,0,20,6,0,18.2,0.0,0,89
AW24,Dresses,APAC,Online,Hot Pink,#E55D9C,0,20,7,0,15.5,0.0,0,89
AW24,Dresses,APAC,Online,Hot Pink,#E55D9C,0,20,8,0,13.2,0.0,0,89
AW24,Dresses,APAC,Online,Hot Pink,#E55D9C,0,20,9,0,0.0,141.8,1,89
AW24,Dresses,APAC,Online,Hot Pink,#E55D9C,0,20,10,0,0.0,78.0,1,89
AW24,Dresses,APAC,Online,Hot Pink,#E55D9C,0,20,11,0,0.0,42.9,1,89
AW24,Dresses,APAC,Online,Hot Pink,#E55D9C,0,20,12,0,0.0,23.6,1,89
AW24,Dresses,APAC,Online,Hot Pink,#E55D9C,0,20,13,0,0.0,13.0,1,89
AW24,Dresses,APAC,Online,Hot Pink,#E55D9C,0,20,14,0,0.0,7.1,1,89
AW24,Knitwear,North America,Retail,Hot Pink,#E55D9C,0,20,1,771,68.9,0.0,0,75
AW24,Knitwear,North America,Retail,Hot Pink,#E55D9C,0,20,2,0,58.7,0.0,0,75
AW24,Knitwear,North America,Retail,Hot Pink,#E55D9C,0,20,3,0,50.0,0.0,0,75
AW24,Knitwear,North America,Retail,Hot Pink,#E55D9C,0,20,4,0,42.6,0.0,0,75
AW24,Knitwear,North America,Retail,Hot Pink,#E55D9C,0,20,5,0,36.3,0.0,0,75
AW24,Knitwear,North America,Retail,Hot Pink,#E55D9C,0,20,6,0,30.9,0.0,0,75
AW24,Knitwear,North America,Retail,Hot Pink,#E55D9C,0,20,7,0,26.4,0.0,0,75
AW24,Knitwear,North America,Retail,Hot Pink,#E55D9C,0,20,8,0,22.5,0.0,0,75
AW24,Knitwear,North America,Retail,Hot Pink,#E55D9C,0,20,9,0,0.0,195.6,1,75
AW24,Knitwear,North America,Retail,Hot Pink,#E55D9C,0,20,10,0,0.0,107.6,1,75
AW24,Knitwear,North America,Retail,Hot Pink,#E55D9C,0,20,11,0,0.0,59.2,1,75
AW24,Knitwear,North America,Retail,Hot Pink,#E55D9C,0,20,12,0,0.0,32.5,1,75
AW24,Knitwear,North America,Retail,Hot Pink,#E55D9C,0,20,13,0,0.0,17.9,1,75
AW24,Knitwear,North America,Retail,Hot Pink,#E55D9C,0,20,14,0,0.0,9.8,1,75
AW24,Knitwear,North America,Online,Hot Pink,#E55D9C,0,20,1,645,51.9,0.0,0,75
AW24,Knitwear,North America,Online,Hot Pink,#E55D9C,0,20,2,0,44.3,0.0,0,75
AW24,Knitwear,North America,Online,Hot Pink,#E55D9C,0,20,3,0,37.7,0.0,0,75
AW24,Knitwear,North America,Online,Hot Pink,#E55D9C,0,20,4,0,32.1,0.0,0,75
AW24,Knitwear,North America,Online,Hot Pink,#E55D9C,0,20,5,0,27.4,0.0,0,75
AW24,Knitwear,North America,Online,Hot Pink,#E55D9C,0,20,6,0,23.3,0.0,0,75
AW24,Knitwear,North America,Online,Hot Pink,#E55D9C,0,20,7,0,19.9,0.0,0,75
AW24,Knitwear,North America,Online,Hot Pink,#E55D9C,0,20,8,0,16.9,0.0,0,75
AW24,Knitwear,North America,Online,Hot Pink,#E55D9C,0,20,9,0,0.0,176.1,1,75
AW24,Knitwear,North America,Online,Hot Pink,#E55D9C,0,20,10,0,0.0,96.9,1,75
AW24,Knitwear,North America,Online,Hot Pink,#E55D9C,0,20,11,0,0.0,53.3,1,75
AW24,Knitwear,North America,Online,Hot Pink,#E55D9C,0,20,12,0,0.0,29.3,1,75
AW24,Knitwear,North America,Online,Hot Pink,#E55D9C,0,20,13,0,0.0,16.1,1,75
AW24,Knitwear,North America,Online,Hot Pink,#E55D9C,0,20,14,0,0.0,8.9,1,75
AW24,Knitwear,Europe,Retail,Hot Pink,#E55D9C,0,20,1,805,59.7,0.0,0,75
AW24,Knitwear,Europe,Retail,Hot Pink,#E55D9C,0,20,2,0,50.9,0.0,0,75
AW24,Knitwear,Europe,Retail,Hot Pink,#E55D9C,0,20,3,0,43.4,0.0,0,75
AW24,Knitwear,Europe,Retail,Hot Pink,#E55D9C,0,20,4,0,37.0,0.0,0,75
AW24,Knitwear,Europe,Retail,Hot Pink,#E55D9C,0,20,5,0,31.5,0.0,0,75
AW24,Knitwear,Europe,Retail,Hot Pink,#E55D9C,0,20,6,0,26.8,0.0,0,75
AW24,Knitwear,Europe,Retail,Hot Pink,#E55D9C,0,20,7,0,22.9,0.0,0,75
AW24,Knitwear,Europe,Retail,Hot Pink,#E55D9C,0,20,8,0,19.5,0.0,0,75
AW24,Knitwear,Europe,Retail,Hot Pink,#E55D9C,0,20,9,0,0.0,231.0,1,75
AW24,Knitwear,Europe,Retail,Hot Pink,#E55D9C,0,20,10,0,0.0,127.0,1,75
AW24,Knitwear,Europe,Retail,Hot Pink,#E55D9C,0,20,11,0,0.0,69.9,1,75
AW24,Knitwear,Europe,Retail,Hot Pink,#E55D9C,0,20,12,0,0.0,38.4,1,75
AW24,Knitwear,Europe,Retail,Hot Pink,#E55D9C,0,20,13,0,0.0,21.1,1,75
AW24,Knitwear,Europe,Retail,Hot Pink,#E55D9C,0,20,14,0,0.0,11.6,1,75
AW24,Knitwear,Europe,Online,Hot Pink,#E55D9C,0,20,1,648,49.7,0.0,0,75
AW24,Knitwear,Europe,Online,Hot Pink,#E55D9C,0,20,2,0,42.3,0.0,0,75
AW24,Knitwear,Europe,Online,Hot Pink,#E55D9C,0,20,3,0,36.1,0.0,0,75
AW24,Knitwear,Europe,Online,Hot Pink,#E55D9C,0,20,4,0,30.8,0.0,0,75
AW24,Knitwear,Europe,Online,Hot Pink,#E55D9C,0,20,5,0,26.2,0.0,0,75
AW24,Knitwear,Europe,Online,Hot Pink,#E55D9C,0,20,6,0,22.3,0.0,0,75
AW24,Knitwear,Europe,Online,Hot Pink,#E55D9C,0,20,7,0,19.0,0.0,0,75
AW24,Knitwear,Europe,Online,Hot Pink,#E55D9C,0,20,8,0,16.2,0.0,0,75
AW24,Knitwear,Europe,Online,Hot Pink,#E55D9C,0,20,9,0,0.0,182.4,1,75
AW24,Knitwear,Europe,Online,Hot Pink,#E55D9C,0,20,10,0,0.0,100.3,1,75
AW24,Knitwear,Europe,Online,Hot Pink,#E55D9C,0,20,11,0,0.0,55.2,1,75
AW24,Knitwear,Europe,Online,Hot Pink,#E55D9C,0,20,12,0,0.0,30.3,1,75
AW24,Knitwear,Europe,Online,Hot Pink,#E55D9C,0,20,13,0,0.0,16.7,1,75
AW24,Knitwear,Europe,Online,Hot Pink,#E55D9C,0,20,14,0,0.0,9.2,1,75
AW24,Knitwear,APAC,Retail,Hot Pink,#E55D9C,0,20,1,549,40.9,0.0,0,75
AW24,Knitwear,APAC,Retail,Hot Pink,#E55D9C,0,20,2,0,34.8,0.0,0,75
AW24,Knitwear,APAC,Retail,Hot Pink,#E55D9C,0,20,3,0,29.7,0.0,0,75
AW24,Knitwear,APAC,Retail,Hot Pink,#E55D9C,0,20,4,0,25.3,0.0,0,75
AW24,Knitwear,APAC,Retail,Hot Pink,#E55D9C,0,20,5,0,21.5,0.0,0,75
AW24,Knitwear,APAC,Retail,Hot Pink,#E55D9C,0,20,6,0,18.4,0.0,0,75
AW24,Knitwear,APAC,Retail,Hot Pink,#E55D9C,0,20,7,0,15.6,0.0,0,75
AW24,Knitwear,APAC,Retail,Hot Pink,#E55D9C,0,20,8,0,13.3,0.0,0,75
AW24,Knitwear,APAC,Retail,Hot Pink,#E55D9C,0,20,9,0,0.0,157.3,1,75
AW24,Knitwear,APAC,Retail,Hot Pink,#E55D9C,0,20,10,0,0.0,86.5,1,75
AW24,Knitwear,APAC,Retail,Hot Pink,#E55D9C,0,20,11,0,0.0,47.6,1,75
AW24,Knitwear,APAC,Retail,Hot Pink,#E55D9C,0,20,12,0,0.0,26.2,1,75
AW24,Knitwear,APAC,Retail,Hot Pink,#E55D9C,0,20,13,0,0.0,14.4,1,75
AW24,Knitwear,APAC,Retail,Hot Pink,#E55D9C,0,20,14,0,0.0,7.9,1,75
AW24,Knitwear,APAC,Online,Hot Pink,#E55D9C,0,20,1,487,38.1,0.0,0,75
AW24,Knitwear,APAC,Online,Hot Pink,#E55D9C,0,20,2,0,32.4,0.0,0,75
AW24,Knitwear,APAC,Online,Hot Pink,#E55D9C,0,20,3,0,27.6,0.0,0,75
AW24,Knitwear,APAC,Online,Hot Pink,#E55D9C,0,20,4,0,23.5,0.0,0,75
AW24,Knitwear,APAC,Online,Hot Pink,#E55D9C,0,20,5,0,20.1,0.0,0,75
AW24,Knitwear,APAC,Online,Hot Pink,#E55D9C,0,20,6,0,17.1,0.0,0,75
AW24,Knitwear,APAC,Online,Hot Pink,#E55D9C,0,20,7,0,14.6,0.0,0,75
AW24,Knitwear,APAC,Online,Hot Pink,#E55D9C,0,20,8,0,12.4,0.0,0,75
AW24,Knitwear,APAC,Online,Hot Pink,#E55D9C,0,20,9,0,0.0,135.5,1,75
AW24,Knitwear,APAC,Online,Hot Pink,#E55D9C,0,20,10,0,0.0,74.5,1,75
AW24,Knitwear,APAC,Online,Hot Pink,#E55D9C,0,20,11,0,0.0,41.0,1,75
AW24,Knitwear,APAC,Online,Hot Pink,#E55D9C,0,20,12,0,0.0,22.5,1,75
AW24,Knitwear,APAC,Online,Hot Pink,#E55D9C,0,20,13,0,0.0,12.4,1,75
AW24,Knitwear,APAC,Online,Hot Pink,#E55D9C,0,20,14,0,0.0,6.8,1,75
AW24,Tops,North America,Retail,Hot Pink,#E55D9C,0,20,1,886,91.7,0.0,0,39
AW24,Tops,North America,Retail,Hot Pink,#E55D9C,0,20,2,0,78.1,0.0,0,39
AW24,Tops,North America,Retail,Hot Pink,#E55D9C,0,20,3,0,66.6,0.0,0,39
AW24,Tops,North America,Retail,Hot Pink,#E55D9C,0,20,4,0,56.7,0.0,0,39
AW24,Tops,North America,Retail,Hot Pink,#E55D9C,0,20,5,0,48.4,0.0,0,39
AW24,Tops,North America,Retail,Hot Pink,#E55D9C,0,20,6,0,41.2,0.0,0,39
AW24,Tops,North America,Retail,Hot Pink,#E55D9C,0,20,7,0,35.1,0.0,0,39
AW24,Tops,North America,Retail,Hot Pink,#E55D9C,0,20,8,0,29.9,0.0,0,39
AW24,Tops,North America,Retail,Hot Pink,#E55D9C,0,20,9,0,0.0,197.2,1,39
AW24,Tops,North America,Retail,Hot Pink,#E55D9C,0,20,10,0,0.0,108.5,1,39
AW24,Tops,North America,Retail,Hot Pink,#E55D9C,0,20,11,0,0.0,59.7,1,39
AW24,Tops,North America,Retail,Hot Pink,#E55D9C,0,20,12,0,0.0,32.8,1,39
AW24,Tops,North America,Retail,Hot Pink,#E55D9C,0,20,13,0,0.0,18.0,1,39
AW24,Tops,North America,Retail,Hot Pink,#E55D9C,0,20,14,0,0.0,9.9,1,39
AW24,Tops,North America,Online,Hot Pink,#E55D9C,0,20,1,918,100.9,0.0,0,39
AW24,Tops,North America,Online,Hot Pink,#E55D9C,0,20,2,0,85.9,0.0,0,39
AW24,Tops,North America,Online,Hot Pink,#E55D9C,0,20,3,0,73.2,0.0,0,39
AW24,Tops,North America,Online,Hot Pink,#E55D9C,0,20,4,0,62.4,0.0,0,39
AW24,Tops,North America,Online,Hot Pink,#E55D9C,0,20,5,0,53.2,0.0,0,39
AW24,Tops,North America,Online,Hot Pink,#E55D9C,0,20,6,0,45.3,0.0,0,39
AW24,Tops,North America,Online,Hot Pink,#E55D9C,0,20,7,0,38.6,0.0,0,39
AW24,Tops,North America,Online,Hot Pink,#E55D9C,0,20,8,0,32.9,0.0,0,39
AW24,Tops,North America,Online,Hot Pink,#E55D9C,0,20,9,0,0.0,191.5,1,39
AW24,Tops,North America,Online,Hot Pink,#E55D9C,0,20,10,0,0.0,105.3,1,39
AW24,Tops,North America,Online,Hot Pink,#E55D9C,0,20,11,0,0.0,57.9,1,39
AW24,Tops,North America,Online,Hot Pink,#E55D9C,0,20,12,0,0.0,31.9,1,39
AW24,Tops,North America,Online,Hot Pink,#E55D9C,0,20,13,0,0.0,17.5,1,39
AW24,Tops,North America,Online,Hot Pink,#E55D9C,0,20,14,0,0.0,9.6,1,39
AW24,Tops,Europe,Retail,Hot Pink,#E55D9C,0,20,1,831,82.8,0.0,0,39
AW24,Tops,Europe,Retail,Hot Pink,#E55D9C,0,20,2,0,70.5,0.0,0,39
AW24,Tops,Europe,Retail,Hot Pink,#E55D9C,0,20,3,0,60.1,0.0,0,39
AW24,Tops,Europe,Retail,Hot Pink,#E55D9C,0,20,4,0,51.2,0.0,0,39
AW24,Tops,Europe,Retail,Hot Pink,#E55D9C,0,20,5,0,43.6,0.0,0,39
AW24,Tops,Europe,Retail,Hot Pink,#E55D9C,0,20,6,0,37.2,0.0,0,39
AW24,Tops,Europe,Retail,Hot Pink,#E55D9C,0,20,7,0,31.7,0.0,0,39
AW24,Tops,Europe,Retail,Hot Pink,#E55D9C,0,20,8,0,27.0,0.0,0,39
AW24,Tops,Europe,Retail,Hot Pink,#E55D9C,0,20,9,0,0.0,192.1,1,39
AW24,Tops,Europe,Retail,Hot Pink,#E55D9C,0,20,10,0,0.0,105.6,1,39
AW24,Tops,Europe,Retail,Hot Pink,#E55D9C,0,20,11,0,0.0,58.1,1,39
AW24,Tops,Europe,Retail,Hot Pink,#E55D9C,0,20,12,0,0.0,32.0,1,39
AW24,Tops,Europe,Retail,Hot Pink,#E55D9C,0,20,13,0,0.0,17.6,1,39
AW24,Tops,Europe,Retail,Hot Pink,#E55D9C,0,20,14,0,0.0,9.7,1,39
AW24,Tops,Europe,Online,Hot Pink,#E55D9C,0,20,1,724,68.6,0.0,0,39
AW24,Tops,Europe,Online,Hot Pink,#E55D9C,0,20,2,0,58.5,0.0,0,39
AW24,Tops,Europe,Online,Hot Pink,#E55D9C,0,20,3,0,49.8,0.0,0,39
AW24,Tops,Europe,Online,Hot Pink,#E55D9C,0,20,4,0,42.5,0.0,0,39
AW24,Tops,Europe,Online,Hot Pink,#E55D9C,0,20,5,0,36.2,0.0,0,39
AW24,Tops,Europe,Online,Hot Pink,#E55D9C,0,20,6,0,30.8,0.0,0,39
AW24,Tops,Europe,Online,Hot Pink,#E55D9C,0,20,7,0,26.3,0.0,0,39
AW24,Tops,Europe,Online,Hot Pink,#E55D9C,0,20,8,0,22.4,0.0,0,39
AW24,Tops,Europe,Online,Hot Pink,#E55D9C,0,20,9,0,0.0,175.0,1,39
AW24,Tops,Europe,Online,Hot Pink,#E55D9C,0,20,10,0,0.0,96.2,1,39
AW24,Tops,Europe,Online,Hot Pink,#E55D9C,0,20,11,0,0.0,52.9,1,39
AW24,Tops,Europe,Online,Hot Pink,#E55D9C,0,20,12,0,0.0,29.1,1,39
AW24,Tops,Europe,Online,Hot Pink,#E55D9C,0,20,13,0,0.0,16.0,1,39
AW24,Tops,Europe,Online,Hot Pink,#E55D9C,0,20,14,0,0.0,8.8,1,39
AW24,Tops,APAC,Retail,Hot Pink,#E55D9C,0,20,1,787,81.6,0.0,0,39
AW24,Tops,APAC,Retail,Hot Pink,#E55D9C,0,20,2,0,69.5,0.0,0,39
AW24,Tops,APAC,Retail,Hot Pink,#E55D9C,0,20,3,0,59.2,0.0,0,39
AW24,Tops,APAC,Retail,Hot Pink,#E55D9C,0,20,4,0,50.5,0.0,0,39
AW24,Tops,APAC,Retail,Hot Pink,#E55D9C,0,20,5,0,43.0,0.0,0,39
AW24,Tops,APAC,Retail,Hot Pink,#E55D9C,0,20,6,0,36.6,0.0,0,39
AW24,Tops,APAC,Retail,Hot Pink,#E55D9C,0,20,7,0,31.2,0.0,0,39
AW24,Tops,APAC,Retail,Hot Pink,#E55D9C,0,20,8,0,26.6,0.0,0,39
AW24,Tops,APAC,Retail,Hot Pink,#E55D9C,0,20,9,0,0.0,174.9,1,39
AW24,Tops,APAC,Retail,Hot Pink,#E55D9C,0,20,10,0,0.0,96.2,1,39
AW24,Tops,APAC,Retail,Hot Pink,#E55D9C,0,20,11,0,0.0,52.9,1,39
AW24,Tops,APAC,Retail,Hot Pink,#E55D9C,0,20,12,0,0.0,29.1,1,39
AW24,Tops,APAC,Retail,Hot Pink,#E55D9C,0,20,13,0,0.0,16.0,1,39
AW24,Tops,APAC,Retail,Hot Pink,#E55D9C,0,20,14,0,0.0,8.8,1,39
AW24,Tops,APAC,Online,Hot Pink,#E55D9C,0,20,1,664,67.7,0.0,0,39
